sku,name,brand,category,description,price_inr,original_price_inr,stock,prescription_required,image_url,image_status,image_source,is_demo_data,active
MS-DEMO-0130,Mild Shampoo - Variant 5,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1109,1139,105,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0131,Conditioner - Variant 1,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1146,1182,116,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0132,Conditioner - Variant 2,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1183,1225,127,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0133,Conditioner - Variant 3,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1220,1268,138,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0134,Conditioner - Variant 4,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1257,1311,149,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0135,Conditioner - Variant 5,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1294,1354,160,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0136,Hair Oil - Variant 1,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1331,1397,171,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0137,Hair Oil - Variant 2,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1368,1440,32,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0138,Hair Oil - Variant 3,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1405,1483,43,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0139,Hair Oil - Variant 4,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1442,1526,54,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0140,Hair Oil - Variant 5,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1479,1569,65,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0141,Scalp Care Lotion - Variant 1,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1516,1612,76,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0142,Scalp Care Lotion - Variant 2,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1553,1655,87,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0143,Scalp Care Lotion - Variant 3,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1590,1698,98,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0144,Scalp Care Lotion - Variant 4,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1627,1741,109,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0145,Scalp Care Lotion - Variant 5,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1664,1784,120,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0146,Wide Tooth Comb - Variant 1,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1701,1827,131,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0147,Wide Tooth Comb - Variant 2,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1738,1870,142,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0148,Wide Tooth Comb - Variant 3,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1775,1913,153,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0149,Wide Tooth Comb - Variant 4,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1812,1956,164,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0150,Wide Tooth Comb - Variant 5,Demo Catalog Brand,Hair Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1849,1999,25,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0151,Baby Wipes - Variant 1,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1886,2042,36,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0152,Baby Wipes - Variant 2,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1923,2085,47,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0153,Baby Wipes - Variant 3,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1960,2128,58,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0154,Baby Wipes - Variant 4,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1997,2171,69,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0155,Baby Wipes - Variant 5,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,134,2214,80,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0156,Baby Lotion - Variant 1,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,171,2257,91,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0157,Baby Lotion - Variant 2,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,208,2300,102,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0158,Baby Lotion - Variant 3,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,245,2343,113,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0159,Baby Lotion - Variant 4,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,282,2386,124,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0160,Baby Lotion - Variant 5,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,319,2429,135,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0161,Baby Shampoo - Variant 1,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,356,172,146,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0162,Baby Shampoo - Variant 2,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,393,215,157,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0163,Baby Shampoo - Variant 3,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,430,258,168,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0164,Baby Shampoo - Variant 4,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,467,301,29,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0165,Baby Shampoo - Variant 5,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,504,344,40,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0166,Baby Diaper Pack - Variant 1,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,541,387,51,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0167,Baby Diaper Pack - Variant 2,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,578,430,62,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0168,Baby Diaper Pack - Variant 3,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,615,473,73,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0169,Baby Diaper Pack - Variant 4,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,652,516,84,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0170,Baby Diaper Pack - Variant 5,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,689,559,95,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0171,Baby Bath Wash - Variant 1,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,726,602,106,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0172,Baby Bath Wash - Variant 2,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,763,645,117,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0173,Baby Bath Wash - Variant 3,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,800,688,128,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0174,Baby Bath Wash - Variant 4,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,837,731,139,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0175,Baby Bath Wash - Variant 5,Demo Catalog Brand,Baby Care,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,874,774,150,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0176,Cotton Sanitary Pads - Variant 1,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,911,817,161,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0177,Cotton Sanitary Pads - Variant 2,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,948,860,172,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0178,Cotton Sanitary Pads - Variant 3,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,985,903,33,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0179,Cotton Sanitary Pads - Variant 4,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1022,946,44,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0180,Cotton Sanitary Pads - Variant 5,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1059,989,55,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0181,Panty Liners - Variant 1,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1096,1032,66,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0182,Panty Liners - Variant 2,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1133,1075,77,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0183,Panty Liners - Variant 3,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1170,1118,88,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0184,Panty Liners - Variant 4,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1207,1161,99,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0185,Panty Liners - Variant 5,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1244,1204,110,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0186,Menstrual Heat Patch - Variant 1,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1281,1247,121,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0187,Menstrual Heat Patch - Variant 2,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1318,1290,132,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0188,Menstrual Heat Patch - Variant 3,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1355,1333,143,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0189,Menstrual Heat Patch - Variant 4,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1392,1376,154,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0190,Menstrual Heat Patch - Variant 5,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1429,1419,165,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0191,Intimate Care Wash - Variant 1,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1466,1462,26,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0192,Intimate Care Wash - Variant 2,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1503,1505,37,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0193,Intimate Care Wash - Variant 3,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1540,1548,48,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0194,Intimate Care Wash - Variant 4,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1577,1591,59,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0195,Intimate Care Wash - Variant 5,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1614,1634,70,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0196,Reusable Hot Water Bag - Variant 1,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1651,1677,81,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0197,Reusable Hot Water Bag - Variant 2,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1688,1720,92,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0198,Reusable Hot Water Bag - Variant 3,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1725,1763,103,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0199,Reusable Hot Water Bag - Variant 4,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1762,1806,114,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0200,Reusable Hot Water Bag - Variant 5,Demo Catalog Brand,Women’s Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1799,1849,125,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0201,Reusable Water Bottle - Variant 1,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1836,1892,136,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0202,Reusable Water Bottle - Variant 2,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1873,1935,147,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0203,Reusable Water Bottle - Variant 3,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1910,1978,158,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0204,Reusable Water Bottle - Variant 4,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1947,2021,169,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0205,Reusable Water Bottle - Variant 5,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1984,2064,30,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0206,Yoga Mat - Variant 1,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,121,2107,41,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0207,Yoga Mat - Variant 2,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,158,2150,52,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0208,Yoga Mat - Variant 3,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,195,2193,63,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0209,Yoga Mat - Variant 4,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,232,2236,74,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0210,Yoga Mat - Variant 5,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,269,2279,85,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0211,Resistance Band - Variant 1,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,306,2322,96,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0212,Resistance Band - Variant 2,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,343,2365,107,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0213,Resistance Band - Variant 3,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,380,2408,118,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0214,Resistance Band - Variant 4,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,417,151,129,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0215,Resistance Band - Variant 5,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,454,194,140,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0216,Foam Roller - Variant 1,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,491,237,151,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0217,Foam Roller - Variant 2,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,528,280,162,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0218,Foam Roller - Variant 3,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,565,323,173,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0219,Foam Roller - Variant 4,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,602,366,34,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0220,Foam Roller - Variant 5,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,639,409,45,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0221,Sleep Mask - Variant 1,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,676,452,56,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0222,Sleep Mask - Variant 2,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,713,495,67,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0223,Sleep Mask - Variant 3,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,750,538,78,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0224,Sleep Mask - Variant 4,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,787,581,89,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0225,Sleep Mask - Variant 5,Demo Catalog Brand,Fitness & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,824,624,100,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0226,Herbal Tea Blend - Variant 1,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,861,667,111,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0227,Herbal Tea Blend - Variant 2,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,898,710,122,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0228,Herbal Tea Blend - Variant 3,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,935,753,133,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0229,Herbal Tea Blend - Variant 4,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,972,796,144,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0230,Herbal Tea Blend - Variant 5,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1009,839,155,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0231,Aromatic Balm - Variant 1,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1046,882,166,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0232,Aromatic Balm - Variant 2,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1083,925,27,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0233,Aromatic Balm - Variant 3,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1120,968,38,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0234,Aromatic Balm - Variant 4,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1157,1011,49,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0235,Aromatic Balm - Variant 5,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1194,1054,60,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0236,Herbal Bath Powder - Variant 1,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1231,1097,71,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0237,Herbal Bath Powder - Variant 2,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1268,1140,82,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0238,Herbal Bath Powder - Variant 3,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1305,1183,93,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0239,Herbal Bath Powder - Variant 4,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1342,1226,104,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0240,Herbal Bath Powder - Variant 5,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1379,1269,115,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0241,Neem Soap - Variant 1,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1416,1312,126,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0242,Neem Soap - Variant 2,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1453,1355,137,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0243,Neem Soap - Variant 3,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1490,1398,148,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0244,Neem Soap - Variant 4,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1527,1441,159,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0245,Neem Soap - Variant 5,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1564,1484,170,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0246,Herbal Massage Oil - Variant 1,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1601,1527,31,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0247,Herbal Massage Oil - Variant 2,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1638,1570,42,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0248,Herbal Massage Oil - Variant 3,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1675,1613,53,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0249,Herbal Massage Oil - Variant 4,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1712,1656,64,False,,NEEDS_VERIFIED_IMAGE,,True,True
MS-DEMO-0250,Herbal Massage Oil - Variant 5,Demo Catalog Brand,Ayurveda & Wellness,Development-only catalog record. Replace with verified supplier/manufacturer data before production.,1749,1699,75,False,,NEEDS_VERIFIED_IMAGE,,True,True
